,Date,Source,Bt-med,Bt-min,Bt-max,Bx-med,Bx-min,Bx-max,By-med,By-min,By-max,Bz-med,Bz-min,Bz-max,Phi-mean,Phi-min,Phi-max,Theta-med,Theta-min,Theta-max,Dens-med,Dens-min,Dens-max,Speed-med,Speed-min,Speed-max,Temp-med,Temp-min,Temp-max,latitude,max_fluctuations,kp_indices
993,2022-01-21,2,4.25,2.70,6.59,1.35,-3.81,5.46,-2.03,-5.30,2.31,-0.22,-5.00,4.00,305.16,1.81,355.67,-3.33,-78.23,75.10,5.23,1.82,9.72,449.20,405.69,495.80,144264,47850,321530,-5.135720310737946,16.14289317315827,0.3472046708623058
994,2022-01-22,2,4.21,3.18,5.01,0.2,-3.90,4.21,-1.61,-3.94,4.16,-2.45,-4.39,1.86,276.03,5.11,357.10,-37.20,-82.42,32.54,5.34,2.57,6.94,437.80,370.40,472.30,96242,39135,206858,-39.82024948427274,16.14289317315827,-1.3870217878144342
995,2022-01-23,2,4.62,3.02,5.73,-0.42,-5.34,4.51,-2.64,-5.08,1.25,-1.23,-4.61,4.10,263.63,2.25,354.41,-15.15,-79.44,62.77,5.52,2.03,8.59,355.00,304.16,407.80,50650,19987,149511,-22.684808671766852,16.14289317315827,-0.5302497471891396
996,2022-01-24,1,4.56,2.41,10.67,0.15,-3.65,2.58,-4.09,-10.24,2.26,-0.07,-5.23,4.04,263.16,43.89,313.82,-0.82,-60.17,42.16,12.60,6.15,29.04,310.30,294.50,332.60,21386,12674,41920,-0.979714749857095,16.14289317315827,0.5550049489063483
997,2022-01-25,1,8.54,3.08,12.73,2.56,-5.68,8.48,2.05,-8.84,10.65,-1.72,-8.84,9.11,26.70,2.51,355.70,-13.64,-70.20,69.98,13.35,7.01,50.45,362.60,288.20,495.60,114542,22341,380689,-24.912486279284337,16.14289317315827,-0.6416336275650139
998,2022-01-26,1,5.69,1.82,7.80,-1.93,-6.99,4.76,2.57,-3.74,6.82,1.16,-5.52,5.46,129.28,2.47,353.70,11.60,-74.79,75.34,8.10,5.37,10.34,473.40,423.00,515.50,192233,114473,331222,18.75164017996173,16.14289317315827,1.5415726953972895
1000,2022-01-28,2,4.36,2.67,8.50,-2.16,-5.74,4.55,2.4,-2.61,7.30,-1.1,-7.14,5.44,126.18,15.62,323.31,-14.89,-70.65,76.26,6.44,1.91,10.06,447.40,398.50,531.60,135195,41272,404095,-17.87330031404361,16.14289317315827,-0.28967432930297754
1001,2022-01-29,1,5.60,3.58,8.45,-1.93,-5.47,4.29,3.77,-5.96,7.70,0.4,-6.58,5.38,116.52,12.92,333.47,4.22,-72.89,79.53,10.16,7.23,13.20,502.20,449.60,547.30,367063,89600,499226,5.37148990139898,16.14289317315827,0.8725651814691521
1002,2022-01-30,1,5.24,4.41,6.05,-3.2,-5.60,1.41,0.63,-5.76,5.43,-1.06,-4.76,3.12,170.72,71.11,293.99,-12.05,-75.00,36.35,6.68,5.40,10.90,486.00,451.90,549.20,216916,122457,484891,-17.176154501855834,16.14289317315827,-0.2548170386935886
1004,2022-02-01,2,5.11,3.04,13.28,-3.17,-5.22,3.31,2.85,-4.75,12.82,0.98,-10.57,6.23,143.50,49.86,283.08,10.61,-61.73,74.36,4.33,1.55,12.80,422.30,395.80,499.10,140018,39489,326856,12.628655148850603,16.14289317315827,1.235423443841733
1006,2022-02-03,2,10.04,1.34,19.10,-0.66,-7.38,3.74,-0.85,-15.33,14.14,-1.58,-18.14,12.23,225.47,10.28,343.96,-15.40,-79.49,74.63,10.12,1.11,25.19,518.90,456.50,572.50,217058,57338,530104,-39.573747485135755,16.14289317315827,-1.3746966878575846
1007,2022-02-04,1,9.56,3.56,11.61,2.9,-4.41,6.07,-6.18,-9.98,8.45,-5.39,-9.82,2.14,295.89,28.32,330.35,-31.70,-79.16,23.79,9.08,6.03,24.13,518.80,475.80,579.00,197167,48766,406714,-31.78589771825257,16.14289317315827,-0.9853041995134255
1008,2022-02-05,1,6.43,4.32,8.56,2.94,-1.98,5.78,-4.53,-7.40,1.35,-0.27,-6.49,5.39,305.18,5.92,356.33,-2.38,-70.77,74.81,9.53,6.35,13.49,535.50,464.30,591.10,319580,161779,467468,-2.8586201935759843,16.14289317315827,0.4610596767204038
1009,2022-02-06,1,4.86,3.81,5.78,3.99,-4.81,5.26,-0.9,-5.18,3.20,-0.29,-4.90,3.98,344.10,0.45,359.18,-3.41,-71.76,50.62,10.31,7.87,14.12,542.20,525.20,630.60,448310,203016,639409,-4.045386460644217,16.14289317315827,0.4017213633669922
1010,2022-02-07,1,3.46,2.74,4.26,2.16,-1.96,3.76,-1.98,-3.67,0.97,-0.72,-3.14,2.28,316.51,1.03,358.76,-11.92,-64.90,39.43,5.69,4.15,11.65,486.20,450.70,530.90,225965,154799,456948,-13.420947714865061,16.14289317315827,-0.06705669934405001
1011,2022-02-08,1,3.35,1.82,4.20,-0.33,-2.83,3.26,-2.14,-3.65,1.74,-1.22,-3.51,1.82,260.32,132.60,341.40,-22.36,-79.26,33.21,4.92,3.22,7.04,438.90,411.20,465.00,133051,71311,425518,-26.145456755268793,16.14289317315827,-0.7032821513642367
1012,2022-02-09,1,3.75,2.38,9.64,0.39,-3.69,3.53,-2.88,-9.10,0.47,0.73,-3.08,3.36,288.82,3.36,357.26,10.81,-27.18,63.73,3.36,1.85,8.83,405.70,382.70,474.90,93251,57738,589821,13.691269272564542,16.14289317315827,1.28855415002743
1013,2022-02-10,1,11.67,8.57,13.90,-0.11,-4.66,6.97,-8.47,-12.46,5.06,-2.43,-13.29,9.13,268.35,82.34,318.95,-14.37,-74.04,57.17,9.01,1.97,17.22,411.40,381.60,438.50,71614,8556,132294,-15.416124217310314,16.14289317315827,-0.16681552446631265
1014,2022-02-11,1,12.32,5.41,19.26,2.71,-1.66,8.72,-7.45,-15.66,7.52,5.94,-13.82,18.55,301.29,5.66,354.48,29.83,-60.79,80.66,7.85,2.59,31.73,416.30,370.40,562.20,55856,5000,326047,30.948268000689925,16.14289317315827,2.1514040864336996
1015,2022-02-12,1,6.80,5.16,7.85,3.72,-2.65,6.97,-4.07,-7.40,3.55,0.08,-5.12,6.87,315.91,3.00,356.54,0.61,-52.22,79.78,9.10,7.96,11.24,542.60,512.90,584.30,276944,216354,378790,0.831143642428064,16.14289317315827,0.6455478685206063
1016,2022-02-13,1,4.45,3.21,7.19,2.74,-3.07,6.41,-2.29,-6.24,2.66,-1.63,-5.44,5.78,309.54,2.28,357.87,-20.73,-77.94,63.77,9.04,6.26,11.87,510.60,472.50,554.00,287396,112592,394188,-22.550498918407243,16.14289317315827,-0.5235342595211592
1017,2022-02-14,1,4.31,0.84,5.20,1.34,-3.78,4.58,-0.86,-4.87,2.56,-0.77,-4.08,3.32,316.05,1.62,359.06,-11.09,-78.43,55.65,7.61,3.48,10.99,470.90,419.60,508.40,189635,81810,302488,-23.526473506894227,16.14289317315827,-0.5723329889455082
1018,2022-02-15,1,4.19,2.52,5.71,3.44,-2.51,4.39,-1.11,-4.07,1.07,-1.07,-3.00,2.80,327.18,0.83,359.53,-16.74,-56.38,34.69,3.74,2.34,6.17,408.40,390.90,428.90,99876,65193,166860,-15.846200612897887,16.14289317315827,-0.1883193442456913
1019,2022-02-16,1,5.55,3.25,7.01,0.68,-3.54,5.52,-3.83,-6.77,3.18,-2.28,-6.24,2.46,285.39,7.27,356.85,-25.32,-74.90,26.43,5.02,2.23,7.95,377.80,351.80,396.60,56404,20744,130950,-26.8244704107832,16.14289317315827,-0.737232834139957
1020,2022-02-17,1,3.71,2.41,6.07,-0.25,-3.91,3.50,-2.17,-5.23,3.17,-0.28,-2.95,2.33,251.22,17.95,346.19,-4.95,-44.69,45.25,3.94,1.51,6.65,351.80,318.40,397.40,44643,8457,127511,-7.245940600108623,16.14289317315827,0.24169365639377188
1021,2022-02-18,1,7.43,4.08,11.00,3.37,-2.51,7.99,-4.82,-7.48,0.23,-0.95,-6.87,6.44,305.61,3.52,356.38,-8.36,-60.12,44.15,10.24,5.12,19.42,330.80,318.00,343.40,17235,8735,39240,-9.060267642696795,16.14289317315827,0.1509773042643633
1022,2022-02-19,1,8.89,6.01,11.04,6.18,-0.15,8.09,-4.27,-10.05,5.54,-2.68,-8.56,3.92,329.97,9.25,358.54,-18.79,-66.45,22.83,10.71,7.54,16.96,369.40,317.80,459.10,81268,7545,206089,-18.57396852697085,16.14289317315827,-0.32470773994933955
1023,2022-02-20,1,7.06,4.20,11.64,-4.8,-6.90,5.95,3.13,-9.00,6.26,2.23,-9.58,7.66,150.69,68.23,324.90,20.28,-53.23,68.21,8.54,6.20,28.64,503.50,463.40,541.70,233802,97184,371231,19.9338103552731,16.14289317315827,1.600681204162858
1024,2022-02-21,1,5.84,3.93,7.80,-3.15,-7.11,3.03,3.51,-2.96,6.29,0.86,-6.38,5.87,134.84,15.85,245.58,8.54,-72.42,65.84,10.42,7.13,13.70,525.80,478.10,554.70,298393,186895,449554,10.170217935292305,16.14289317315827,1.1125015831638183
1025,2022-02-22,1,4.61,3.11,6.48,-2.35,-4.64,3.06,2.07,-4.25,5.41,0.05,-5.72,4.62,137.34,24.73,301.04,0.82,-76.39,75.12,8.63,6.19,12.62,533.20,483.20,575.40,316936,177578,435979,0.91458370243353,16.14289317315827,0.6497198715208795
1027,2022-02-24,2,4.24,1.45,6.92,-1.69,-5.81,4.17,0.2,-3.91,6.53,0.56,-5.18,6.09,177.23,60.11,341.39,7.90,-64.46,83.46,6.89,1.53,12.43,461.10,389.30,536.00,166216,40482,526190,17.357998255977364,16.14289317315827,1.4718905991980713
1028,2022-02-25,1,5.07,1.47,7.81,-2.55,-5.76,3.57,3.85,-6.08,6.79,0.5,-5.56,4.87,128.17,22.63,263.24,7.11,-59.51,57.87,5.81,3.48,9.40,437.20,386.10,482.00,136334,75461,268836,6.143956579760311,16.14289317315827,0.9111885153872186
1029,2022-02-26,1,3.53,1.96,5.05,1.09,-2.61,3.97,2.02,-4.13,4.14,1.93,-2.36,3.97,61.34,3.16,355.04,33.14,-49.99,79.26,5.47,3.87,8.49,378.90,355.00,423.30,70208,46739,116607,32.76409088873401,16.14289317315827,2.242195230835904
1031,2022-02-28,2,5.93,4.23,9.66,-2.92,-6.51,2.94,3.24,-4.60,6.93,1.37,-6.23,8.45,135.11,55.74,265.62,13.34,-65.15,79.12,8.53,0.63,11.67,492.51,245.70,531.10,224665,5000,369967,16.681707793355177,16.14289317315827,1.4380760760669618
1032,2022-03-01,2,4.12,2.57,5.84,-2.14,-5.34,3.04,2.39,-3.07,5.21,0.43,-3.55,4.11,135.86,40.01,244.07,5.77,-50.75,72.27,8.13,1.79,13.10,524.50,476.67,544.30,344023,157928,524842,7.567375839091823,16.14289317315827,0.9823594783537942
1033,2022-03-02,1,2.71,2.15,3.30,-2.46,-2.92,0.75,0.45,-1.91,2.66,0.03,-1.77,2.97,169.11,52.68,251.79,0.62,-39.79,79.02,5.37,3.57,13.82,475.10,423.40,516.50,178372,56765,534388,0.6872415393569339,16.14289317315827,0.6383527633670497
1034,2022-03-03,1,3.04,1.66,8.08,-1.54,-3.29,5.40,1.38,-6.31,4.99,0.21,-4.67,5.48,129.13,14.70,346.43,3.79,-66.60,72.87,7.65,2.86,23.13,395.10,362.80,430.80,87578,17829,191031,5.7693083369789155,16.14289317315827,0.8924561032481488
1035,2022-03-04,1,5.99,2.53,8.56,2.99,-5.39,6.12,-2.77,-6.31,3.32,-1.81,-6.08,7.18,313.41,4.01,358.33,-18.22,-75.30,79.53,7.45,5.91,12.06,437.90,407.40,480.10,122085,65672,182025,-22.090024841492628,16.14289317315827,-0.5005105556754283
1036,2022-03-05,1,7.78,6.33,12.22,4.83,-4.20,7.85,-3.1,-8.33,10.01,-2.46,-11.14,5.95,331.54,1.69,356.89,-18.92,-82.86,44.93,8.62,5.92,12.86,494.50,381.00,562.00,228392,82827,584811,-21.502617244566796,16.14289317315827,-0.4711401758291367
1037,2022-03-06,1,5.44,3.01,8.64,4.61,-0.69,7.28,-1.58,-5.56,2.37,-1.78,-6.63,2.19,340.21,0.78,359.40,-18.81,-76.12,21.04,9.44,5.85,14.03,516.90,487.10,561.50,562550,272276,864876,-18.936558515410898,16.14289317315827,-0.3428372393713418
1038,2022-03-07,1,4.34,0.71,5.51,2.38,-2.39,4.83,-1.93,-4.04,1.91,-1.45,-4.66,2.00,323.99,3.67,357.00,-25.82,-81.30,42.06,4.97,2.97,10.52,480.00,442.00,516.30,200562,92235,636718,-23.15805197118032,16.14289317315827,-0.5539119121598131
1039,2022-03-08,1,3.79,2.32,4.70,2.43,-3.00,4.09,-2.25,-3.57,0.80,-0.78,-3.62,1.98,304.03,151.70,347.93,-11.40,-77.43,32.99,3.64,2.54,7.60,436.20,397.00,511.70,98222,53380,376681,-12.912225189501797,16.14289317315827,-0.041620573075886735
1040,2022-03-09,1,3.51,1.24,4.53,2.09,-2.50,4.37,-0.91,-3.42,1.63,-1.0,-2.97,1.55,324.49,0.98,358.80,-18.85,-79.85,22.03,2.24,0.52,4.96,402.40,314.10,497.30,84717,7904,214126,-21.886946105843915,16.14289317315827,-0.49035661889299265
1041,2022-03-10,1,5.37,2.93,17.61,0.05,-3.80,6.65,-0.12,-6.01,14.91,-2.76,-8.47,15.06,218.61,9.86,351.26,-39.10,-82.02,79.30,5.51,1.63,26.00,357.50,322.10,390.60,41185,10144,174180,-44.968256867188416,16.14289317315827,-1.6444221569602175
1042,2022-03-11,1,9.30,5.74,13.38,3.0,-4.18,9.77,-1.62,-10.65,10.82,-2.06,-9.74,9.83,333.46,2.17,357.82,-12.48,-83.26,77.96,7.65,4.53,19.41,391.90,337.70,416.10,77890,8987,252880,-27.345184987300264,16.14289317315827,-0.7632685629658102
1044,2022-03-13,2,13.66,2.15,25.19,2.5,-11.02,13.82,-2.26,-23.78,19.95,0.06,-23.53,22.46,313.80,8.90,352.58,0.67,-81.30,78.98,9.17,0.15,40.16,466.80,335.62,567.40,120714,5000,502626,1.0198021311170882,16.14289317315827,0.6549807929550575
1046,2022-03-15,2,7.66,3.08,12.46,2.26,-1.21,4.62,-6.26,-10.52,1.47,2.58,-4.52,9.47,297.49,3.40,357.87,19.95,-60.60,75.08,2.37,0.18,12.64,418.00,373.11,514.20,88751,5000,582635,19.872075881692663,16.14289317315827,1.5975944804838362
1047,2022-03-16,1,3.32,1.58,4.50,1.37,-2.22,3.58,-1.14,-3.91,2.24,-0.86,-3.39,3.59,316.87,1.60,357.01,-15.70,-81.91,75.75,5.10,3.33,6.44,407.20,380.10,432.90,87393,58898,112879,-23.488890104032492,16.14289317315827,-0.5704538188024215
1048,2022-03-17,1,4.16,3.10,5.28,2.91,-3.04,5.12,-1.64,-4.27,1.98,-0.62,-3.76,2.27,317.80,0.88,359.35,-8.70,-67.04,28.33,3.92,0.72,7.09,366.70,302.50,476.50,56681,10270,207332,-10.34234035491724,16.14289317315827,0.08687366865334101
1049,2022-03-18,1,3.91,2.57,5.00,2.09,-1.36,3.60,-2.94,-4.33,-0.76,-0.77,-3.14,2.81,301.21,247.84,347.13,-11.39,-48.73,40.77,6.23,3.65,19.84,296.30,282.90,375.00,47319,12033,1519234,-11.791730709300047,16.14289317315827,0.014404150934200666
1050,2022-03-19,1,5.05,3.60,8.42,1.68,-4.39,4.74,-3.86,-7.67,3.48,-0.97,-5.95,3.69,307.58,4.97,350.93,-10.04,-72.29,49.28,9.69,6.63,18.32,297.10,275.30,327.60,35862,22985,69245,-12.654969265071612,16.14289317315827,-0.028757776854377526
1051,2022-03-20,1,9.05,5.95,10.08,0.41,-2.79,4.13,-5.67,-9.60,7.72,3.98,-7.14,8.69,286.30,13.42,345.50,25.13,-66.67,73.71,15.12,3.20,34.53,305.90,287.90,391.00,25875,11159,1976826,29.83530349862063,16.14289317315827,2.0957558613302343
1052,2022-03-21,1,6.31,2.26,7.89,-1.32,-3.75,4.11,5.23,-7.45,7.30,1.25,-5.19,4.58,102.09,59.33,330.21,11.43,-51.94,49.04,8.31,4.71,21.84,318.30,294.00,335.70,46718,11032,157159,12.721611412273825,16.14289317315827,1.2400712570128944
1053,2022-03-22,1,6.60,3.98,10.75,-3.03,-7.32,7.24,1.38,-7.17,9.13,-0.24,-5.41,7.65,138.57,3.33,355.93,-2.41,-64.25,64.28,10.61,0.85,31.73,334.40,297.50,436.80,61322,10594,2087192,-4.112331426326735,16.14289317315827,0.3983741150828663
1054,2022-03-23,1,7.16,2.93,9.68,-2.07,-6.73,5.30,2.05,-3.67,8.35,4.23,-7.37,7.83,116.76,4.10,358.16,42.49,-84.14,83.46,8.74,2.76,13.26,406.00,348.40,463.80,111800,51794,264304,39.47384451869199,16.14289317315827,2.5776829123338025
1055,2022-03-24,1,4.44,2.69,9.42,-3.51,-6.17,3.27,1.52,-3.40,8.21,1.69,-3.99,6.65,152.18,20.54,238.06,22.53,-46.83,72.71,8.34,5.79,10.22,523.30,466.60,575.90,306452,97249,483384,22.00570367134815,16.14289317315827,1.7042758699666105
1056,2022-03-25,1,3.78,2.49,4.84,-0.57,-4.20,3.26,2.17,-2.30,4.13,-1.52,-4.29,2.90,109.68,31.67,234.86,-25.51,-75.81,63.50,5.68,4.25,11.06,439.10,404.10,519.40,105014,48290,722859,-29.287273252483253,16.14289317315827,-0.8603729762249597
1057,2022-03-26,1,5.28,1.91,9.04,-0.1,-4.25,4.79,3.09,-3.83,7.77,0.6,-6.98,7.08,93.95,24.44,320.44,8.80,-62.96,71.99,6.64,4.24,16.75,411.40,391.10,426.70,71966,29096,139963,10.786633628466847,16.14289317315827,1.1433223678225453
1059,2022-03-28,2,3.93,2.18,6.04,1.7,-4.32,4.60,2.24,-2.85,4.10,0.72,-4.40,3.16,64.22,3.09,354.29,11.21,-78.28,65.96,7.01,0.74,10.25,518.00,427.77,565.30,158704,28884,566392,13.930502389634276,16.14289317315827,1.300515805880917
1060,2022-03-29,1,3.90,2.21,4.90,-0.05,-3.35,3.65,1.04,-3.46,4.67,-0.29,-4.14,4.35,112.29,13.00,339.73,-4.63,-80.08,77.20,6.57,3.80,8.25,418.40,401.70,433.20,67368,27390,99257,-15.019369994564551,16.14289317315827,-0.1469778133290245
1061,2022-03-30,1,3.64,1.86,5.79,0.54,-3.01,3.25,1.4,-4.18,4.69,-0.08,-4.69,4.32,63.63,2.98,355.92,-1.38,-74.64,72.37,5.48,4.06,10.89,402.50,375.70,421.10,56542,15615,89196,-3.047479810375487,16.14289317315827,0.4516166958804287
1062,2022-03-31,1,17.66,3.55,22.65,-7.88,-15.54,8.76,-2.7,-17.18,11.27,6.4,-10.24,16.61,198.83,28.05,323.64,28.69,-77.73,57.27,11.48,4.86,48.93,517.80,404.90,595.30,158477,9142,620273,31.352406734692313,16.14289317315827,2.171611023133819
1063,2022-04-01,1,13.07,7.03,22.50,-1.19,-12.48,6.55,2.88,-12.18,19.60,-1.75,-8.82,14.43,44.18,92.67,319.55,-7.93,-37.59,39.89,4.42,2.98,12.14,485.90,449.30,541.20,125605,8457,531250,-26.088984855909025,16.14289317315827,-0.7004585563962482
1064,2022-04-02,1,5.12,2.95,10.49,2.0,-3.07,5.43,-2.98,-5.82,9.62,-1.84,-8.59,3.65,314.28,3.96,354.57,-20.63,-82.93,47.75,9.96,5.18,12.48,540.10,493.30,581.40,512515,156412,617003,-24.523575533642695,16.14289317315827,-0.6221880902829318
1065,2022-04-03,1,6.63,5.07,7.93,3.58,-5.18,6.71,-4.33,-6.96,4.09,-0.34,-6.51,2.68,300.28,4.30,355.52,-3.12,-60.91,22.03,5.83,4.63,9.64,493.00,445.30,524.30,180682,73716,545246,-3.4568091041884,16.14289317315827,0.4311502311897831
1066,2022-04-04,1,5.14,3.35,7.46,3.24,-6.02,5.13,-1.28,-6.21,3.40,-1.43,-5.58,2.07,320.73,0.62,359.24,-15.85,-71.47,28.94,5.51,3.33,7.07,480.00,444.20,516.70,173838,102580,240831,-20.79367609050713,16.14289317315827,-0.4356931181261534
1067,2022-04-05,1,4.46,2.30,7.38,-1.09,-5.73,5.44,-2.66,-6.75,1.59,-0.87,-3.72,6.08,261.51,5.19,355.60,-11.14,-64.91,75.26,5.29,3.47,8.41,436.70,402.20,473.00,129653,47020,213490,-16.15464685553649,16.14289317315827,-0.20374165637762154
1068,2022-04-06,1,3.94,2.27,6.55,-0.8,-3.20,3.82,-2.37,-5.06,4.38,-1.58,-3.71,3.62,262.98,14.80,351.94,-23.26,-66.35,70.21,3.75,1.26,5.96,399.40,383.00,436.40,63823,42751,152674,-28.10385736748551,16.14289317315827,-0.8012021819750725
1069,2022-04-07,1,6.73,4.60,7.61,-1.89,-5.12,6.10,-4.16,-7.17,3.34,-3.22,-6.48,3.59,250.42,5.92,354.28,-30.05,-74.77,49.49,6.58,2.12,9.59,409.30,384.20,458.90,64486,11803,188724,-29.94396699916765,16.14289317315827,-0.8932076635591795
1070,2022-04-08,1,8.13,4.89,10.63,-2.2,-4.80,6.06,-6.36,-9.33,2.90,3.49,-7.68,5.67,256.89,12.25,311.21,23.43,-58.45,43.88,6.31,0.80,15.16,365.90,341.50,391.30,34014,5000,85842,24.719872051402035,16.14289317315827,1.8399842889693048
1072,2022-04-10,2,7.12,4.72,18.58,2.5,-5.45,7.01,-4.49,-15.57,15.61,-1.23,-14.04,15.16,298.86,81.17,346.18,-10.40,-82.58,69.65,7.24,0.55,26.33,480.90,441.10,521.10,200328,49248,421329,-13.103322970168549,16.14289317315827,-0.05117546210922441
1073,2022-04-11,1,4.16,2.21,7.97,2.41,-3.47,7.33,-1.31,-5.13,3.44,-0.11,-5.24,5.09,333.95,0.85,357.93,-1.14,-75.71,74.28,7.28,3.80,8.87,510.50,450.90,547.50,316134,97166,457110,-2.2945840004653255,16.14289317315827,0.4892614863759368
1074,2022-04-12,1,4.13,2.54,7.92,1.99,-6.22,5.04,-1.67,-7.41,4.61,-0.28,-6.52,3.70,310.56,3.15,357.27,-3.33,-77.92,70.04,7.67,3.61,12.77,463.70,440.40,516.70,170438,75284,360697,-6.11644181968969,16.14289317315827,0.2981685954147185
1075,2022-04-13,1,9.78,4.74,11.31,-8.15,-10.78,3.86,-0.73,-5.89,6.64,1.76,-5.64,5.84,175.50,64.97,315.61,10.95,-40.40,47.13,4.06,2.15,10.73,465.10,414.30,509.80,130422,27054,583105,11.8751788070954,16.14289317315827,1.1977496267539731
1076,2022-04-14,1,11.33,5.75,21.58,5.09,-7.23,19.05,0.85,-13.70,11.72,-5.79,-11.85,9.64,2.33,1.38,355.15,-27.47,-71.24,61.10,8.26,3.95,14.93,471.60,410.70,557.90,88161,17955,531844,-36.74222277298552,16.14289317315827,-1.233120452250073
1078,2022-04-16,2,6.76,4.65,9.46,-3.49,-7.21,3.67,3.17,-5.27,7.85,2.92,-5.90,8.52,145.55,46.29,311.65,25.39,-45.52,82.22,0.88,0.10,11.05,542.67,476.76,630.97,308513,72650,1024068,27.768098600783883,16.14289317315827,1.9923956164383971
1079,2022-04-17,1,6.76,5.27,10.04,-4.07,-8.33,2.70,3.5,-6.33,7.18,1.38,-6.05,8.58,141.69,36.75,309.44,12.34,-48.05,80.17,8.79,5.65,15.28,510.20,456.80,571.50,215372,150733,991507,13.981503660475054,16.14289317315827,1.3030658694229558
1080,2022-04-18,1,5.34,3.78,7.85,-3.2,-6.74,5.10,3.02,-3.02,5.89,1.03,-4.75,6.83,137.05,44.83,331.97,10.85,-60.74,78.65,10.70,6.10,15.46,544.80,511.40,587.60,669814,198716,979025,12.8398999495245,16.14289317315827,1.245985683875428
1081,2022-04-19,1,4.16,3.41,4.85,-2.23,-3.97,2.76,1.97,-4.19,4.57,0.26,-3.40,3.92,140.88,24.24,252.56,3.51,-59.68,64.19,5.84,3.70,7.49,483.50,442.60,528.10,198265,98784,285405,4.974920385548358,16.14289317315827,0.852736705676621
1083,2022-04-21,2,6.90,4.53,10.75,-3.43,-7.30,3.05,2.81,-6.53,9.97,0.42,-7.80,6.48,152.66,69.78,306.30,3.58,-70.20,75.19,8.18,1.66,16.07,422.10,353.10,472.22,113925,60255,532156,5.387002655013715,16.14289317315827,0.8733408191498888
1084,2022-04-22,2,5.22,4.32,5.96,-3.08,-5.28,1.14,2.1,-3.74,5.52,1.12,-5.49,5.20,146.82,62.52,237.83,12.92,-74.93,78.08,6.27,4.33,7.31,458.80,422.90,489.60,129724,74682,236818,16.05264368027816,16.14289317315827,1.406622870413111
1085,2022-04-23,2,5.34,3.86,6.24,-2.97,-5.63,0.86,2.36,-4.30,5.38,-0.35,-5.65,4.98,150.11,79.30,278.02,-3.86,-73.83,74.11,6.67,3.30,7.83,481.40,436.10,517.10,199037,83113,354319,-5.249217980708427,16.14289317315827,0.3415297873637817
1087,2022-04-25,2,3.96,3.20,5.64,-1.24,-3.50,1.99,2.1,-2.50,4.86,1.37,-4.30,5.12,125.93,46.23,299.51,20.85,-66.56,83.38,2.24,0.61,9.16,440.04,409.90,533.30,91073,40106,977631,26.094231150501166,16.14289317315827,1.9087022439242614
1088,2022-04-26,2,4.31,2.46,5.68,-2.21,-4.68,2.92,1.66,-3.32,4.91,1.73,-3.60,4.82,145.28,8.58,349.99,25.05,-44.79,81.41,2.32,0.69,7.37,397.30,367.71,535.10,58921,24747,774697,27.948188625806402,16.14289317315827,2.0014001176895233
1089,2022-04-27,1,6.20,2.57,11.29,-1.55,-6.99,3.53,1.93,-6.17,8.53,-0.56,-10.74,8.73,133.57,24.97,341.69,-6.05,-83.88,69.24,7.70,1.05,22.61,466.80,394.80,506.00,118275,31622,404930,-12.443143306171065,16.14289317315827,-0.018166478909350192
1090,2022-04-28,1,6.97,3.06,9.84,3.21,-1.70,8.49,-4.27,-9.49,5.68,-1.57,-6.34,3.94,325.75,3.92,356.53,-14.13,-78.59,39.62,8.42,5.92,11.17,514.70,476.70,545.80,296309,153181,411149,-15.746948979061205,16.14289317315827,-0.18335676255385724
1091,2022-04-29,1,6.46,5.19,9.77,4.04,-2.31,6.80,-3.17,-6.80,5.07,-1.84,-6.13,3.65,327.21,1.12,357.70,-16.49,-61.25,35.88,7.27,4.57,9.30,508.80,474.10,548.90,257636,194880,358896,-18.639789236013982,16.14289317315827,-0.327998775401496
1092,2022-04-30,1,6.19,5.25,11.20,4.39,-2.65,9.50,-3.61,-8.37,4.68,-1.11,-8.30,4.79,323.31,2.65,357.80,-9.93,-57.42,54.00,7.30,3.08,9.94,497.70,440.20,540.50,242400,91511,399582,-10.850563562214074,16.14289317315827,0.06146250828849942
1094,2022-05-02,2,3.96,2.64,5.91,3.31,-2.32,5.74,0.05,-3.80,4.06,0.35,-3.61,2.38,354.35,1.03,358.85,4.64,-47.56,49.84,2.64,1.38,7.10,450.78,425.43,487.80,84556,49306,240659,6.002145232977102,16.14289317315827,0.9040979480480582
1096,2022-05-04,2,3.97,2.51,4.58,2.23,-2.02,4.00,-1.14,-4.06,1.61,-1.84,-4.08,3.23,327.71,0.29,358.55,-29.48,-77.63,55.24,1.18,0.38,3.43,379.79,343.85,415.60,57743,13657,146846,-30.62843992279842,16.14289317315827,-0.9274313097407181
1097,2022-05-05,2,4.75,3.26,6.38,3.79,-2.36,4.76,-1.7,-5.94,3.37,0.0,-4.45,3.71,337.26,0.62,358.74,0.05,-59.46,47.44,2.36,0.20,4.83,389.70,310.85,519.90,86437,5000,325290,0.0,16.14289317315827,0.6039906863992031
1098,2022-05-06,2,4.44,3.09,5.05,3.06,-2.17,4.59,-1.92,-4.56,1.54,-1.7,-4.04,2.05,327.04,2.44,358.43,-22.57,-66.46,26.30,0.57,0.10,3.17,379.63,345.73,480.70,77131,22982,197875,-23.064262333045836,16.14289317315827,-0.5492224302530888
